559.8349350723,481.4401955893,0.0,693.849648443,481.4401955893,0.0
750.937849555,441.4401955893,0.0,750.937849555,281.4401955893,0.0
496.1287234235,441.4401955893,0.0,496.1287234235,281.4401955893,0.0
693.849648443,441.4401955893,0.0,750.937849555,441.4401955893,0.0
750.937849555,441.4401955893,0.0,750.937849555,481.4401955893,0.0
587.9614798538,441.4401955893,0.0,496.1287234235,441.4401955893,0.0
559.8349350723,441.4401955893,0.0,559.8349350723,481.4401955893,0.0
673.6647163056,441.4401955893,0.0,673.6647163056,481.4401955893,0.0
673.6647163056,481.4401955893,0.0,587.9614798538,481.4401955893,0.0
587.9614798538,441.4401955893,0.0,587.9614798538,481.4401955893,0.0
750.937849555,441.4401955893,0.0,673.6647163056,441.4401955893,0.0
496.1287234235,281.4401955893,0.0,750.937849555,281.4401955893,0.0
693.849648443,441.4401955893,0.0,693.849648443,481.4401955893,0.0
496.1287234235,441.4401955893,0.0,559.8349350723,441.4401955893,0.0
496.1287234235,481.4401955893,0.0,587.9614798538,481.4401955893,0.0
496.1287234235,441.4401955893,0.0,496.1287234235,481.4401955893,0.0
559.8349350723,481.4401955893,0.0,496.1287234235,481.4401955893,0.0
750.937849555,481.4401955893,0.0,693.849648443,481.4401955893,0.0
667.0467057688,281.4401955893,0.0,580.0198672096,281.4401955893,0.0
673.6647163056,481.4401955893,0.0,750.937849555,481.4401955893,0.0
580.0198672096,381.4401955893,0.0,580.0198672096,281.4401955893,0.0
667.0467057688,381.4401955893,0.0,580.0198672096,381.4401955893,0.0
667.0467057688,381.4401955893,0.0,667.0467057688,281.4401955893,0.0
