513.3209454754,508.8447586551,0.0,513.3209454754,254.0356325236,0.0
669.1975591933,254.0356325236,0.0,733.745627503,254.0356325236,0.0
513.3209454754,311.1238336356,0.0,513.3209454754,254.0356325236,0.0
557.353181121,254.0356325236,0.0,669.1975591933,254.0356325236,0.0
513.3209454754,254.0356325236,0.0,557.353181121,254.0356325236,0.0
513.3209454754,508.8447586551,0.0,513.3209454754,445.1385470063,0.0
733.745627503,417.0120022248,0.0,733.745627503,508.8447586551,0.0
733.745627503,331.3087657729,0.0,733.745627503,417.0120022248,0.0
513.3209454754,445.1385470063,0.0,513.3209454754,311.1238336356,0.0
733.745627503,254.0356325236,0.0,733.745627503,331.3087657729,0.0
638.4238101971,508.8447586551,0.0,574.8909090436,508.8447586551,0.0
733.745627503,508.8447586551,0.0,638.4238101971,508.8447586551,0.0
574.8909090436,508.8447586551,0.0,513.3209454754,508.8447586551,0.0
733.745627503,508.8447586551,0.0,513.3209454754,508.8447586551,0.0
638.4238101971,508.8447586551,0.0,638.4238101971,417.0120022248,0.0
574.8909090436,445.1385470063,0.0,574.8909090436,508.8447586551,0.0
557.353181121,254.0356325236,0.0,557.353181121,311.1238336356,0.0
557.353181121,311.1238336356,0.0,513.3209454754,311.1238336356,0.0
669.1975591933,331.3087657729,0.0,669.1975591933,254.0356325236,0.0
733.745627503,331.3087657729,0.0,669.1975591933,331.3087657729,0.0
581.5089195804,337.9267763097,0.0,581.5089195804,424.953614869,0.0
665.557653398,337.9267763097,0.0,581.5089195804,337.9267763097,0.0
581.5089195804,424.953614869,0.0,665.557653398,424.953614869,0.0
665.557653398,424.953614869,0.0,665.557653398,337.9267763097,0.0
733.745627503,254.0356325236,0.0,733.745627503,508.8447586551,0.0
638.4238101971,417.0120022248,0.0,733.745627503,417.0120022248,0.0
513.3209454754,254.0356325236,0.0,733.745627503,254.0356325236,0.0
513.3209454754,445.1385470063,0.0,574.8909090436,445.1385470063,0.0
